CARQUIVO_0118082014201432RODRIGO CHAVES                                                                                                                                                                 
9992urmrPNMllUBEMOlDAjnVzkFvB1    LYfhkbZfnPUkNLUkQTNsbgLyNFRmcMSngLVvAyYdxzBplTJBKiBGpfhsJFEQdDHVy1                                                                                    1808201400001582
9724wbhktfzTttqFb1                XdqxnSeOiUozzhoglrgmxQPXqNFnlXQZMlEuEaESngWRkNYAnKGzujDEEndwdKzcwlSFcDehNlKFaNldSgGINKzzcQPIsUUICXlCHNZfpmJhaqEmmRhqkFNEaJoMcgYpKyqrpalKieRcNKMOzhAWf11808201400021062
1047FlwHdSUPDRGt1                 aGycEqddiAsRDlCElKMnNNkXDGbTCoKpUZPKsaNNfjouYylglGqJGVYJKnzIMEXdxWMwhgxvXxvSuehxBVFKoKYvhHEpbsPHvxQDUGajitDbMsGwjtLWZivOrFsi1                         1808201400006606
4202BosHRkQpyDtOI1                mWhwnEcATfncOFZCxHdFzyIFbetouARaVqoVOcMjMdtyTTtRjwLSWGpeBjgPtoGFcTYGcqE1                                                                              1808201400009532
1701fuFkpsmVkxVAQcAqBYMyBnEQjb1   kwEgdbQhXvmSzxkCPiucuEvGqhKYuCxWEY1                                                                                                                   1808201400013253
9051xKOiGTzolkXoZprCn1            SPrztvtEiYmAsKXyAdEdvoxeIpJyjwyaZxAhFDQDckPcFTaXcjCuBoBrhuzUfXivKbeMwPIBcQZthFXnXwFzNhFMYmif1                                                         1808201400008092
9907xNUJWpgIJwjxW1                LpQXdkeLCGZYlEHMliRkJOZIzJheNnbMFQkBWmfxExupYKxcpMgwXpMQcGcLgo1                                                                                       1808201400018814
9979SdzmvBVzAXNVnfiGLR1           zOVZgGJpOOUIHkeWmwmKVxvpDbzS1                                                                                                                         1808201400031419
1774GnivvyxZrMSUIVTWjDAbfGFzm1    PHlhcaGaUhBMNHR1                                                                                                                                      1808201400031505
3296HSyts1                        oVZHAnTqzdlZoiNGrlVFnlji1                                                                                                                             1808201400027924
1404OtRgQBAqjNNMhE1               hzDyvnRfHUlHQvTFMZDEtTWGyzdSfckjPjmArRZtWgdasfMQmTMPcVAjqxjrLWVjeBvtCjCNFIzomnbRGACNlWhFPJsRfuPFswmQAPHwZJgNofZeNiQLLjIWHqI1                          1808201400029590
5615kETcUXVtpFEvpyw1              GNNzcHsazgFnFARnpBKguIeamc1                                                                                                                           1808201400019735
5425NTptCuDVokkSMGwRehFqJitVPqeL1 yhQJcqeMmoOkFzQxFAeYHLNBpYNkdUUhzElpmNzUFLCWaZcZeYXKORxTWhSJJekHynDskyVdYfdnYPrBjnKYZsMMWU1                                                           1808201400020178
9194Qb1                           yIFOwEYdyGxVDDLNthuhkwQalPokItgOCDBJMXFxcJsidEv1                                                                                                      1808201400000699
4667dPdFFbZogzQbAhZsKI1           UIUajsnSbBojORyzfzvzVDfnalfShNbyLhSpRdioBh1                                                                                                           1808201400028116
2506cVwh1                         HwqkyYnAAKZkLBxsJIZnhwysYRpYaXxEZosJCfqNgvPoEKVCQgAEDgeMObfgImmTrvrhghsBBQsaDiixBqsZTnTFyJxjzzzDVwDUprgeQxPVGrHjaHDQ1                                 1808201400001656
4726TsgtdbD1                      lvYlFmMqtClfDsPjivRscay1                                                                                                                              1808201400006519
8753wxievahCUjtRUbaLcDB1          vzYKofQFdbxJpjtbajCGGyquFByyLZZRiJAqvHuGFaaRZEeUnGzZvcDKxopwIgGzZgEisTbAkbYqRFMPmKDOWWqFUBqOeDFkjtkixElVNfkCIcGhkUrJliSUhKeBTsA1                      1808201400028889
6853AeqN1                         NLkepMOmMCrCsnrRfDDOauMKIktwSUzuWCiTjipziQJGSsdJaqsvPoAsBSYODEXreiDxjsGRGvTSNeRgHatnxfNlWqZhlvzUMLUfLLrEOlviKZMlSWRmYlbetGKGjUrLmuFooAAk1             1808201400005911
2042pNRusY1                       crLwGAtMzuIJeEMEtqQZryuhHoaMZOdT1                                                                                                                     1808201400005749
9450cNGWhDrMSeG1                  fnvrObTkEMVzvZpwMFLAbFIFpioZMdqkIvzWgQWZXyzxABMURCsUhhJBIIyKEgWkEIMOCmvgETDTWzDQHNEQNpJkjvKXdTLjibJFdRovTEszAmFJTMZDfkCxc1                            1808201400011905
1738YMAnbNYsmK1                   dNKCmytGfWNuikJsvJlSvRriccForhLZiXxxYttxkwSlnVFNfzwvcpkEZAWRsWLDUEolvSjmGgybNjGEIUZnPywYOQOfnuZjWYHRSEKNwcDCrwmY1                                     1808201400034237
7263S1                            UoPfXensznqMpyqTPdRXfwPWfLpCLjhfMgFo1                                                                                                                 1808201400010598
10481                             DHjYBJbStFMDoViYGYmgouYHDfNelrcwkOCfszYNNGlaJxQJvjjkBBINumawIzrpUlIEpKrIhPpYWbGsEmCt1                                                                 1808201400017442
1700FtCXInemcu1                   AyCPjnfbKFRafilfxbrIrTTmQ1                                                                                                                            1808201400017981
1375SDEOiuWRBqoAHqrbXEdhTXV1      nkRzmnbbnDmcgKqRgQvdMzVPzxFquDCHSUMTZTdnFtcBMPSbpdeqkwUjtBdiAOqwwhKVPFAuhtUmUGnFvZUYshzCSHErovgjaPIhXVleJErOLPAlukEjJI1                               1808201400002263
8275VETkDTKuSaOAjyckBqeP1         ZHfkzpVIuIXYerqrPDprHkpnCHqoetpsGqIBxMGUXVKyybAhSTWyKfqhVzthHAbiOphhTBLakAkimzRCwPBhdVPisFmOIAhpEuirAZuJ1                                             1808201400014936
0764vzwITWqLYElcRVVfQHM1          mkztHNunNodizfEljbWYpxbInilVSPBnjYbGJGXdyUlGwQBQNEjDGYXLfZuRcNZVSbdZDfCuKDlkaVmuOuyxNyJclldpxEtQEboMRcxuHXVGCSeyqTLvbkzXjScGQOc1                      1808201400000694
0289flPEsu1                       iTjjFdICZsYrOVzOGixJoYxerNDMyLBzpCklvaBaOWTeFWAhnsDkWPOEttdnNtNBcdmGrUSlCJwxJnYLYziqJptQnieSSxQhkSSqYMDtJRdtAOnvOhnOPdVZvUiFAluylPEnKYEIGQbcRiacDxI1  1808201400004547
3281CYqbHDwYbIGin1                zsmTjEzVtrLLoGwKEFlEVNlEBYXmuNQrUpY1                                                                                                                  1808201400000597
6060MvjImTlTTfsePEas1             reoaLtYwzaqqxEJlYUCVVsDRIhJZjDzqNltBsFhAkJoaMQfWiOCPLYdwSBkrvphOgLOMgVIgFDTHerchOIim1                                                                 1808201400000665
8123Ib1                           dwOaqCGiVsxauBOeqFtzrVhObUKritvqNRoGIfovnOlRBxp1                                                                                                      1808201400034883
7408hOdfMjWPUQhnkqLVUFhs1         QCQoofBGGBGTnHyLjzqRAFEMGKdetWQBNQHIx1                                                                                                                1808201400019436
8355lWKUSNs1                      1                                                                                                                                                     1808201400020808
2062dgvYrz1                       UtsWGPFeLrHMFbHQaInPswzdHccnFeMgoWBpJCJxbOaPcuZgheJcHxUPRZTLPkadkdxEqUkXTDeHlmXaBROSXBNUmmOjspfXAOWsZUNUihTySdjlWmYTvCxsOJn1                          1808201400011658
1531Srl1                          mnmbBdlfuBiBOxKccsvVBFKBnDbETkKqaEbiVGezxfuqhBXOUpEMEDvmQPNRwGl1                                                                                      1808201400024592
2091wHKrfyidoGsgwzURC1            aSSDcHUDUrLbCxIgYQLMdOXwAWEVaPixnyoUMIITIfBtdhFsoxfYbbMdmIWovtHAKQXkCrkvFkEGXduHFEerpFeplTreAfwARDkLTUBvhwsHrjYxHIEhmIXHGilicTMyQPXNPX1               1808201400003268
8957eNRVMA1                       zpVxFTBYWZxQOansrQvdVmeoTzgOzbwprUOEmEKYMiQkJxTxjxoitaUkVlyGjsuAeXOYmmZCbViWcBjybXqemYIuVDpqqAPTIMBPCojSzDoj1                                         1808201400018036
4572KPotugnb1                     ydwK1                                                                                                                                                 1808201400004348
9521MfqMZNXzdWixKCCfwfIxeTRCBV1   rXcYASslVScelPrYAQujCGyZQvMCfDyLPUelFyHDIVCRJiIfkxbrruvLnlyDtARJCfvxmxalsBMkEXYTOhsegkQObruhpTLOdnUpTUDgfQurTJOv1                                     1808201400010802
2186dkPhlNwxPeIOraFILj1           vCyInPrqLBUuVKithXjLUYYqRSLZOicpnTxfMImFYejvvlqEGYQBvxRmmxzGxlmVQjKjPqgpvMULgMyhZVTMbXkyTVnJBTbUjxqLgUPgHgpEYDSORDIECObGysDXGckwImGpEmyXKNqCL1        1808201400027111
4044upwpBvVHsTLiQrubjVrf1         JCmrOHKTFvmuuQNhvuNfuGmxZSaPRDiVMpApYzSPsIYHbLOmtwZVrctThBjvtRkpfVwOoWBcYviiepFPuylufKGFVzDGDZStYYRkMhWFfsDGFYjHBFViHEuBzWGHITZgJoKTsshwVdrA1         1808201400002000
8329eRzaqEnGphxSkjvrmRhBK1        GriYaWQUinoOxUUPbRgfBaQyTmrrtFSkgoqQEtrjpEFQJNhBoxTVWNdfkmSKwpKdhHmroygRuApguaSNtCaWqXanBuxuCOjRGvPrYgbUhhULUCnwZoFJYrH1                              1808201400009889
9727ISQHrlbJnSpKOiQacHoWhMtG1     MlQKwGWHEHnLLPsJWgOAtuGUARUWXzFDauKzOBkYraWgCKDRljdTMxQDWKoJtkeOQmfWw1                                                                                1808201400016275
9101WwF1                          QFcVWfCUzUdqoqTzzhkiNTwdOZV1                                                                                                                          1808201400003714
3166qLmF1                         ObvhsDXbxTJSfCrwpGkPgMVScQBbvEiXCKPqRifNNbljmjQuYOHYxuelvdgDtCSACHogjzfIhWZNKSaMqGvJNsEdObrySXRNUpRAsXjeTotQVmY1                                      1808201400001153
9086SFyYpCnai1                    vUcCbFeAShyNGrLfXvlbJhHnDjfqKJTjFwhJXBRgJMiKLGHREoIlPHSpJTsZGpOAfwMYXVHSHsSZAaHNygnoPKLgmwkLBvMZzzSBknvRXnNHOTuAEXpXidJDRAY1                          1808201400029472
7455GnrEKvtoHmbfHwMmAQNE1         hKbmFvfesNiGljPXxVWQpDepPQWLYLylNTNTKdwrhfCIrAxoCzNAVbqZtAPMrEjDjZaTZTlsziVKtTYNLzpifkJKTHsQbSmbMCckHowKlBZbOSufgnEPZjnIXOUJWS1                       1808201400010968
7463cdhXoNXooaeFTWkAG1            IwbetwilnJPRznxzPFjAFiOnTGqPmcmzTMCRBgCvSWQRtmUXxpemYKSqePjLPlC1                                                                                      1808201400012036
1176CWvqObHaWKh1                  iTtkpzoCXAwlECsmYTJOJDnbMtYQvnPTAnVzUle1                                                                                                              1808201400005463
9289GIwKXbSJPPybuBKyOpKDbnCI1     MtHcLBeadBVoLCwmzOxDXAlkmgzVXLmNuwThJsLNmNreXGHOCopJlBssAveSnZui1                                                                                     1808201400001113
7784DjaU1                         pAbARjWMyxCUBFccBHoeAsFLiMPvukiHFBoYEHqEUoNSImbsIWTkHhhOXZpCaIXItXUTewWqGsuljEBYKXdolrPiniRWKdnJXJPWfpiZGxgmOhq1                                      1808201400011063
4996gnyaBCY1                      yxbGhhnhZHEwwSfedrlEMpYHPJWpnlaHGc1                                                                                                                   1808201400025932
5371OpSwkYJRtvdPrhTppuJsnOkP1     VBbDGGkMaCJrxKVbceZSOCLyUrCEBRsPkFdBt1                                                                                                                1808201400015928
0668OuTZazTrFUmuWC1               opwUIItbKvAfxVkEoYZPhojGLKxVdfTnQwijGbpOguPYvNrrfSHByYLMsmMcQ1                                                                                        1808201400011895
2602VyqQGDdT1                     RzupbFydgLTbzkDrWObxLQicGVYEeFbsEXdnHitseLIrJvRcaGZEMlohtdXMZowoQlvclvzjXLHsZeLjUWRUFJvVGFtwZeUWsBSxaTpTeqWAIEPLSLIxyUOjyZTBXq1                       1808201400007530
6398GMEk1                         iciiQrQOPojklIKqJUIutPDLViXdrRkmtOPmfRFMyobptPQZshJsyeYrWvMRtlWkxZtCmcLmhYQyxFCiqgKeqqawmqTGIUZJflg1                                                  1808201400000663
4367OAEiHeUULsoOWnDzm1            KEUCbCVZYBMSlupRdgueMCWRJrTaNOGReLTeH1                                                                                                                1808201400010188
9355nmJfhCYg1                     diqMGrPhjlSKdlClJuSZCYrMTQUUmJOjOkNoLmgMsKOIdFalendxNuZvpPMVNiYSHdhgKUqCpwIUTQemilpbVe1                                                               1808201400005932
4274UTLjCeodVRfgbDCdNjSrMAyS1     WGcpTLamdsji1                                                                                                                                         1808201400001074
8823tXJIFSKNfxDzBKJDUoxsVe1       czssiGpSoheYLkJGwlrnlSixDqXygtwwRBkFqBaPnzZNyokpmRVNBuPEPeZTufinwncuxKBwKSgAgWIyfMbDgLiNmHVrWInfgMpoBPfpKWnuyEKZczhAfEPfMUKWcfgTqjSSRhAToTkU1         1808201400001559
34881                             qVLyJuOsUY1                                                                                                                                           1808201400033115
9408fmScBTibSesoLlviyhiEU1        UpnRoJyQhsbyVOeFSBKvvROlQygSAFbVPCngozydNwoVXILxlhEfmtZNnhzEglnOjdQOVFeOjAyCcZYSZHCqLrrWyraQDIwDLFNgrvkGhvzEjeHGUMImSOXthvkcSecDYLuDEPSFpBZx1         1808201400024526
0715ejXDwHk1                      nGfAGHfeHGekFYhnHSDPYjSDxHVcFZWaeecGStxfrGfJGAQoqWEsJQrqOxDiyjpnPhzY1                                                                                 1808201400016621
5664qiNjNcU1                      xVUPAyvyWvPwI1                                                                                                                                        1808201400001377
4663gmGmMMrvcCkYuZDy1             FPwWJIphASRSgIiOrbkfYXurmZjgQYMdWLLjLsTyHhKjdGnaJdLfTQYkMmpjJBJAYFjiXFJYeuYslqeiXvMKSKteSCKCXmVUisekVWMJqKiuRwrCkSSHJuofGzvqzQJAvYtNgWHjYrdMRNmgtFa1  1808201400018813
1108HILBCqmHdcNdjp1               smhlXHTEtwqDNKjrSyjwQKRUmEmgJsBxBFKaciEvCAldcMxzJhz1                                                                                                  1808201400008445
2577rGyTQImHoZVsiB1               ruXuOIiVIyXBgMdXscKsWnFs1                                                                                                                             1808201400002252
9755CcQiYdTzAYFNNq1               xthniKWsDQioztyrZCawcaxSilrsopFldPOkOubnAGMwXvKIAdEKAqevwGNkKUHciGSSKjLbBKTNcytTcDWcApyyHoXMud1                                                       1808201400000940
9923zuyEqiUaKAcRA1                UIqltEGOGEvSIHsMwrTzNCYJRaGEQdilMNyffcdWovzlxsmnDeuXUJadByXuGPegdmiqacIQFkFwIwPnGauKTRsAgCQVItVbULBsaCThgKUstuBkMRsVtlhJUaKmQsUJr1                    1808201400013631
1242sekkNxqDKzJbaobZCkKF1         YsKijoYTJpxonBLkbRuJfmyrvYnpQCtmyQNZviqrcJqwiLVZVCETaTIQbylGQANiYOsQioyPxYojxiqYEMuacGDuRNiWLUtDSYaomcTjWFSqROkIcorxWHIlivGz1                         1808201400001468
1954XpoOfTxqODPATXGgnAe1          BeHHXCItcVrCNngUvnfMlXUlsMhIAkRneQYQJXrfNBuxDHNImJyihcFJonAwxepOOtFmeYiENhavApqElOKYVpOpBOHWJOrFJKdNuCYoSNcDJxOtKPaWoEfEmBnDueEYCvKpIlGNuhABBZxAMvXF1 1808201400004533
6871YfUoUglBHvwbeqpYiptSw1        sxPjjfYYnGCxxVnbQOtUxAXRoHESHuvfzwcKYpHOnVOHaawEoeggBIVTJWOgMKwvPYEeiDBzVdWxDLGoSpKCkOabIJsQFaSrgLXyvfKLMuQBgQiqJfGynvsqWgGXcCQbUbeVaZQDCPblZprf1     1808201400001234
6443hYhJmaEX1                     EplniqkUHz1                                                                                                                                           1808201400002389
3701HLQtFLJvzUKioFQqHGzG1         ASzuDdWCQ1                                                                                                                                            1808201400004205
3552gOKqJPreOHtwaiyVJERZZC1       TSTGHYREyZGqESODrcRCABtMadIYIpRxSawuBRYKRtzsVtBOKdNkXBQUnNIehyVSEjCA1                                                                                 1808201400014280
5413EoWuwGNRgSrSiVuGsBiMMP1       xIOZGczmQCcDEeMqNVUOyQetSpMhfhlXGRJISaKIwHvLMHOapuHFnaJhShVwGFjqCplmeEFBRKLYWAKgKmjwsVWGVALXIFHEXJsPrFJIvjcSYSYFQxOPiWWRmsjEWNvhj1                    1808201400015226
7781mDJnflzbbOmmXFtt1             bRnvOMdmohrGxqscevaMOCCoOHaQDsdurMBkZjyygNEwKaQfRkbPKekNbjSeebDskypTdWLgMdYqVbNUPnMcOAzuHAcggyswuMkeCckO1                                             1808201400016213
0222acEoTLlfkZM1                  IBYgyeJgMkBLoaBKxaWDIwySOGSLhFqkQqdaGxuQOoxAImyPOxtZmxpruzzVoKFiQaUZLKrDVNg1                                                                          1808201400014405
3622XPgsbJMqWkrwXQtrVZcNaCUrx1    FtefCuCxjMMWiZDAHoAuIaRJtYAqqpvWgZASHVTLGbvVVcIGQXxTLjJTL1                                                                                            1808201400002059
8581RpmqxueypYYxExbjzlpaIDMZpRPD1 NghTLFgooRHAaqQAoorJiMMwPDvRmaHSXPQElxPnFHzSayGiOvHVRFlGWJqTPVgFflWNSwdxgkAKQhSO1                                                                     1808201400028095
0451uRL1                          VgWDSQVwlBICGHQBPNWIddWZINHNkuosRoSdrzuHEBEBHCFgXZRTiXOwjgIseoQlgwnaqNWWiMsX1                                                                         1808201400021492
2818nxRrlIrarUgJWPNHeSW1          ITAvhoEfvOznvCFnvWVeGrOpDIWXNMyhfDPYVZOjdkCsEiUgnmFKQKkqyHhsiUokEVFuGoqTyflRjl1                                                                       1808201400019119
9110FvQqRqd1                      uasMcxVvlVWtvcWZVnAJnFjz1                                                                                                                             1808201400000054
0951JzvtFsRVUqDusbGRykkwycj1      ywBLNOHIHcGpyZPdjhNdmNXvQHwzRcYYGVazvgLYSWbvfBrSxPnHnlmqjBeeAWgCjiFwpmCifkqUMSEegfTKVkQmrWziqpJwfGvHmhNmFkRTiSYttEVCDgZbOKntxPiOzEjCQCNn1             1808201400000680
7298QyyJNAEdvbIKlVQJCiPbG1        kDYGMiOwEKWiykEPTNSOJZuQKcxxHZZGHtzspCnyBuzrDzDzvkWQPaaKsaGcrxoDOxjEwwlYpslljajomrhNZJXltKMDFKBXlYiQBCYfmtKWUTXzm1                                    1808201400010263
1569WtXWxDvfTYXhpMebnCYfZXEXmwaA1 CqwVsAnsmEzVAYwVsxLQVhuqyyDuwmLRIUBapfQhOLpoBABnXuZfTFbL1                                                                                             1808201400003493
9440aEklOBqjsqMl1                 WFRJzUlnYHgPOfbOTTThCUkxgIMJZZesSYLOccufjOjnmLzcHJYp1                                                                                                 1808201400008320
2410JfTyeYqQCGfd1                 DufDbfMMzNcYyxYpGWKJSoMJrJvxraaAuEZiBhsHQtciYPKbgKjGjvaAKqgyvgtDiwdIALpkCqfPHrYlUAlZVRLwQFWNhepqsZC1                                                  1808201400046033
9257FVZLkklmpsvBTJDkcwrGjeTmd1    YdvbcJfAdnzMAMyBorGOVZWmOUbLXKgnBZvMhvpONFrrluRXXwPzCRRSydQqhSVEWnSabWIwmHuKSFQnmDOQWbaWQGKYUmqwaRinboGWJlliCDAyhmHDACLsnhrlN1                        1808201400021569
3792TToaFJPAjqxWQiCEQchOZvRf1     KHlmORJUpWRLKMvrIniZnBfvxaZktBGORMPiIFnkeDxmoAbPjXKjhKjYXs1                                                                                           1808201400001628
6128sQyRqjNXPLpYOHAFuSOWusDxQgVpL1mrRVNvavHByNxelXiriozYyQLhkqYAMUGnfeHroOTqTtWYUMZjZwQgOopjiFLilhEjijnEbEAHkLYiDNMVzkMZrmpsooxyHYixHZrf1                                               1808201400014454
8665uWNKCMLc1                     tkFkDWMCCbcFLSu1                                                                                                                                      1808201400004597
